Date,Dividends
2010-03-02 00:00:00-05:00,1.780466
2011-02-24 00:00:00-05:00,2.108423
2012-02-27 00:00:00-05:00,2.204301
2013-02-26 00:00:00-05:00,2.267025
2014-02-27 00:00:00-05:00,2.43638
2015-03-02 00:00:00-05:00,2.524194
2016-02-24 00:00:00-05:00,2.47491
2017-03-01 00:00:00-05:00,2.460573
2018-03-06 00:00:00-05:00,2.667563
2019-03-04 00:00:00-05:00,2.567204
2020-03-03 00:00:00-05:00,3.042
2021-03-04 00:00:00-05:00,3.378
2022-03-08 00:00:00-05:00,3.357
2023-03-09 00:00:00-05:00,3.469
2024-03-07 00:00:00-05:00,3.74
2025-03-12 00:00:00-04:00,3.994
