Date,Dividends
2021-09-30 00:00:00-04:00,0.1
2021-12-31 00:00:00-05:00,0.1
2022-04-08 00:00:00-04:00,0.1
2022-07-08 00:00:00-04:00,0.115
2022-10-07 00:00:00-04:00,0.115
2022-12-30 00:00:00-05:00,0.115
2023-04-06 00:00:00-04:00,0.115
2023-07-07 00:00:00-04:00,0.115
2023-10-06 00:00:00-04:00,0.115
2023-12-29 00:00:00-05:00,0.115
2024-03-28 00:00:00-04:00,0.115
2024-07-08 00:00:00-04:00,0.115
2024-10-07 00:00:00-04:00,0.115
2024-12-30 00:00:00-05:00,0.115
2025-03-31 00:00:00-04:00,0.115
2025-07-07 00:00:00-04:00,0.115
2025-10-03 00:00:00-04:00,0.115
2025-12-29 00:00:00-05:00,0.115
