Date,Dividends
2010-02-19 00:00:00-05:00,0.49
2010-05-27 00:00:00-04:00,0.54
2010-08-27 00:00:00-04:00,0.54
2010-11-26 00:00:00-05:00,0.54
2011-02-25 00:00:00-05:00,0.54
2011-05-26 00:00:00-04:00,0.57
2011-08-26 00:00:00-04:00,0.57
2011-11-25 00:00:00-05:00,0.57
2012-02-24 00:00:00-05:00,0.57
2012-05-24 00:00:00-04:00,0.61
2012-08-24 00:00:00-04:00,0.61
2012-11-23 00:00:00-05:00,0.61
2013-02-22 00:00:00-05:00,0.61
2013-05-23 00:00:00-04:00,0.66
2013-08-23 00:00:00-04:00,0.66
2013-11-22 00:00:00-05:00,0.66
2014-02-21 00:00:00-05:00,0.66
2014-05-22 00:00:00-04:00,0.7
2014-08-22 00:00:00-04:00,0.7
2014-11-21 00:00:00-05:00,0.7
2015-02-20 00:00:00-05:00,0.7
2015-05-21 00:00:00-04:00,0.75
2015-08-21 00:00:00-04:00,0.75
2015-11-20 00:00:00-05:00,0.75
2016-02-19 00:00:00-05:00,0.75
2016-05-20 00:00:00-04:00,0.8
2016-08-19 00:00:00-04:00,0.8
2016-11-18 00:00:00-05:00,0.8
2017-02-24 00:00:00-05:00,0.8
2017-05-25 00:00:00-04:00,0.84
2017-08-25 00:00:00-04:00,0.84
2017-11-27 00:00:00-05:00,0.84
2018-02-26 00:00:00-05:00,0.84
2018-05-25 00:00:00-04:00,0.9
2018-08-27 00:00:00-04:00,0.9
2018-11-26 00:00:00-05:00,0.9
2019-02-25 00:00:00-05:00,0.9
2019-05-24 00:00:00-04:00,0.95
2019-08-26 00:00:00-04:00,0.95
2019-11-25 00:00:00-05:00,0.95
2020-02-24 00:00:00-05:00,0.95
2020-05-22 00:00:00-04:00,1.01
2020-08-24 00:00:00-04:00,1.01
2020-11-23 00:00:00-05:00,1.01
2021-02-22 00:00:00-05:00,1.01
2021-05-24 00:00:00-04:00,1.06
2021-08-23 00:00:00-04:00,1.06
2021-11-22 00:00:00-05:00,1.06
2022-02-18 00:00:00-05:00,1.06
2022-05-23 00:00:00-04:00,1.13
2022-08-22 00:00:00-04:00,1.13
2022-11-21 00:00:00-05:00,1.13
2023-02-17 00:00:00-05:00,1.13
2023-05-22 00:00:00-04:00,1.19
2023-08-25 00:00:00-04:00,1.19
2023-11-20 00:00:00-05:00,1.19
2024-02-16 00:00:00-05:00,1.19
2024-05-20 00:00:00-04:00,1.24
2024-08-27 00:00:00-04:00,1.24
2024-11-26 00:00:00-05:00,1.24
2025-02-18 00:00:00-05:00,1.24
2025-05-27 00:00:00-04:00,1.3
2025-08-26 00:00:00-04:00,1.3
2025-11-25 00:00:00-05:00,1.3
