Date,Dividends
2010-02-10 00:00:00-05:00,0.03125
2010-05-12 00:00:00-04:00,0.03125
2010-08-11 00:00:00-04:00,0.03125
2010-11-17 00:00:00-05:00,0.0375
2011-02-09 00:00:00-05:00,0.0375
2011-05-18 00:00:00-04:00,0.0375
2011-08-17 00:00:00-04:00,0.0375
2011-11-16 00:00:00-05:00,0.055
2012-02-15 00:00:00-05:00,0.055
2012-05-16 00:00:00-04:00,0.055
2012-08-15 00:00:00-04:00,0.055
2012-11-14 00:00:00-05:00,0.0825
2013-02-13 00:00:00-05:00,0.0825
2013-05-15 00:00:00-04:00,0.0825
2013-08-14 00:00:00-04:00,0.0825
2013-11-13 00:00:00-05:00,0.1
2014-02-12 00:00:00-05:00,0.1
2014-05-14 00:00:00-04:00,0.1
2014-08-13 00:00:00-04:00,0.1
2014-11-12 00:00:00-05:00,0.12
2015-02-11 00:00:00-05:00,0.12
2015-05-13 00:00:00-04:00,0.12
2015-08-12 00:00:00-04:00,0.12
2015-11-10 00:00:00-05:00,0.14
2016-02-17 00:00:00-05:00,0.14
2016-05-11 00:00:00-04:00,0.14
2016-08-17 00:00:00-04:00,0.14
2016-11-16 00:00:00-05:00,0.165
2017-02-15 00:00:00-05:00,0.165
2017-05-17 00:00:00-04:00,0.165
2017-08-16 00:00:00-04:00,0.165
2017-11-16 00:00:00-05:00,0.195
2018-02-15 00:00:00-05:00,0.21
2018-05-17 00:00:00-04:00,0.21
2018-08-16 00:00:00-04:00,0.21
2018-11-15 00:00:00-05:00,0.25
2019-02-14 00:00:00-05:00,0.25
2019-05-16 00:00:00-04:00,0.25
2019-08-15 00:00:00-04:00,0.25
2019-11-14 00:00:00-05:00,0.3
2020-02-13 00:00:00-05:00,0.3
2020-05-13 00:00:00-04:00,0.3
2020-08-13 00:00:00-04:00,0.3
2020-11-12 00:00:00-05:00,0.32
2021-02-11 00:00:00-05:00,0.32
2021-05-13 00:00:00-04:00,0.32
2021-08-12 00:00:00-04:00,0.32
2021-11-10 00:00:00-05:00,0.375
2022-02-10 00:00:00-05:00,0.375
2022-05-12 00:00:00-04:00,0.375
2022-08-11 00:00:00-04:00,0.375
2022-11-09 00:00:00-05:00,0.45
2023-02-09 00:00:00-05:00,0.45
2023-05-11 00:00:00-04:00,0.45
2023-08-10 00:00:00-04:00,0.45
2023-11-08 00:00:00-05:00,0.52
2024-02-08 00:00:00-05:00,0.52
2024-05-16 00:00:00-04:00,0.52
2024-08-09 00:00:00-04:00,0.52
2024-11-12 00:00:00-05:00,0.59
2025-02-11 00:00:00-05:00,0.59
2025-05-13 00:00:00-04:00,0.59
2025-08-12 00:00:00-04:00,0.59
2025-11-12 00:00:00-05:00,0.67
